{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Entrance, Centroid: (291.80524, 259.45331)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Entrance, Centroid: (592.99129, -394.04301)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Entrance, Centroid: (532.14899, 86.69829)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Elevator, Centroid: (-60.81613, 241.8086)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Elevator, Centroid: (263.82872, 274.19829)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Elevator, Centroid: (314.30442, 20.22565)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Elevator, Centroid: (121.01914, -146.51076)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Elevator, Centroid: (446.39284, 381.72821)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Elevator, Centroid: (272.6642, -348.39794)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Hallway, Centroid: (65.83089, 76.06706)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Hallway, Centroid: (-76.92567, 30.86807)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Hallway, Centroid: (563.98894, -392.15325)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Hanson Fitness & Lifestyle Centre, Centroid: (392.15177, -336.37419)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Hole, Centroid: (424.02546, 149.76079)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Hole, Centroid: (334.66933, -153.39856)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Hole, Centroid: (212.93506, 390.81819)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Main Gym, Centroid: (63.76096, 86.03867)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Sports Hall of Fame, Centroid: (281.75055, 122.55824)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (498.56633, -431.84463)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (-147.2047, 393.12775)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (288.77046, 29.5069)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (168.13765, -53.54968)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (555.16508, -412.00597)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (479.24107, 29.01108)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (-198.45196, -79.31875)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (99.1568, -204.46167)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (-559.90441, 302.80395)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (-176.42725, 550.41495)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (357.08162, -337.75914)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (440.41482, 433.76293)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (-559.94249, 552.35325)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (245.5558, 358.72229)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (-176.20104, 302.80395)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (10.0559, 249.0586)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (171.93992, 228.2278)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (81.43016, 469.19074)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (275.44202, 258.68451)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (101.75697, 249.0586)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Stairs, Centroid: (215.17143, 435.96384)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Universiade Pavilion, Centroid: (-231.43804, -354.30032)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Washroom Men, Centroid: (94.79643, 291.05654)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Washroom Men, Centroid: (347.73605, 27.1319)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Washroom Men, Centroid: (431.51931, 353.43409)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Washroom Women, Centroid: (368.11178, 27.1319)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Washroom Women, Centroid: (456.19995, 357.79336)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Washroom Women, Centroid: (94.79643, 314.40029)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: West Pool, Centroid: (-198.50736, 29.31933)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Wilson Climbing Centre, Centroid: (489.94804, -439.71261)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (97.54643, 350.10638)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (-43.87785, 320.2368)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (-457.30814, 552.35325)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (17.56438, -79.40914)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (-136.43456, -80.10411)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (-572.70213, 403.24467)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (269.87622, 96.38579)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (-497.04534, -99.96212)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (307.41403, -328.35728)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (-291.46406, -80.09559)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (-268.8514, 552.35325)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (552.09578, 318.11908)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (-363.67785, 302.80395)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (-194.12501, 191.07181)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: X, Centroid: (129.56984, 498.23622)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: None, Centroid: None}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-206, Centroid: (257.81468, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-208, Centroid: (292.65195, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-212, Centroid: (320.28449, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-216, Centroid: (351.30591, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-218, Centroid: (373.89854, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-220, Centroid: (392.7547, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-222, Centroid: (410.33792, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-224, Centroid: (426.93481, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-226, Centroid: (442.2847, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-228, Centroid: (456.96991, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-230, Centroid: (472.90213, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-232, Centroid: (488.10871, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-233, Centroid: (503.33291, 29.67493)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-234, Centroid: (503.31528, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-236, Centroid: (518.86176, 74.86528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-240, Centroid: (545.26529, 59.40371)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-242, Centroid: (545.26529, 20.90934)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-275, Centroid: (328.40865, -90.51796)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-279, Centroid: (301.79916, -90.51796)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-280, Centroid: (324.43075, -49.18536)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-291, Centroid: (260.92856, -90.51796)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-405, Centroid: (139.60762, -105.92819)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-406, Centroid: (167.21338, -51.77613)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-407, Centroid: (174.44854, -86.87385)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-409, Centroid: (174.44854, -105.02642)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-411, Centroid: (174.44854, -125.18227)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-413, Centroid: (174.44854, -145.90761)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-414, Centroid: (105.19884, -152.69821)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-415, Centroid: (174.44854, -167.62029)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-416, Centroid: (124.8636, -225.74844)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-417, Centroid: (174.44854, -189.3022)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-419, Centroid: (174.44854, -210.68505)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-421, Centroid: (174.44854, -232.36697)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-423, Centroid: (174.44854, -254.34794)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-425, Centroid: (174.77715, -275.19971)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-427, Centroid: (175.06801, -301.87088)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-464, Centroid: (-104.3703, -72.139)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-468, Centroid: (-133.28376, -75.82158)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-470, Centroid: (-166.24872, -78.80161)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-472, Centroid: (-199.06739, -75.82158)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-478, Centroid: (-249.8013, -75.82158)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: 4-490, Centroid: (-517.48155, -76.68044)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Building Outline, Centroid: (-5.02888, -17.52598)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Elevator, Centroid: (133.65958, -146.05079)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Elevator, Centroid: (319.337, 24.8899)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Hallway, Centroid: (375.62112, -70.87321)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Hallway, Centroid: (-201.85887, -66.62979)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Hallway, Centroid: (450.12367, -62.93194)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Hallway, Centroid: (92.38145, -64.30439)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Hole, Centroid: (-25.71715, 263.42801)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Hole, Centroid: (425.99901, -292.52312)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Stairs, Centroid: (150.12655, -304.00061)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Stairs, Centroid: (480.13048, 31.66637)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Stairs, Centroid: (130.61922, -72.43974)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Stairs, Centroid: (289.88488, 33.02796)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Universiade Pavilion, Centroid: (-224.76973, -318.76344)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Washroom Men, Centroid: (127.42796, -304.45833)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Washroom Men, Centroid: (338.43888, 33.0916)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Washroom Women, Centroid: (330.78263, 5.62021)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: Washroom Women, Centroid: (106.54051, -299.05367)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (-282.10193, -72.139)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (252.85904, -280.29921)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (481.78173, -19.6776)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (-228.6489, -75.82158)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (389.73731, -7.87568)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (489.6676, -68.11189)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (263.17439, -6.64528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (116.4669, -115.91263)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (-60.04614, -72.139)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 4, Room: None, Centroid: None}
